SeriesInstanceUID,StudyInstanceUID,SeriesNumberInstances,SeriesPlane,SeriesLabelMerge
1.2.840.113619.2.388.57473.14165493.12726.1602635620.558,1.2.840.113619.6.388.312134215383587103953960642794293542593,116,axial,other
1.2.840.113619.2.388.57473.14165493.12726.1602635620.557,1.2.840.113619.6.388.312134215383587103953960642794293542593,20,axial,flair
1.2.840.113619.2.388.57473.14165493.12052.1602635651.178,1.2.840.113619.6.388.312134215383587103953960642794293542593,1,axial,other
1.2.840.113619.2.388.57473.14165493.12726.1602635620.559,1.2.840.113619.6.388.312134215383587103953960642794293542593,20,axial,t2
1.2.840.113619.2.388.57473.14165493.12726.1602635620.564,1.2.840.113619.6.388.312134215383587103953960642794293542593,40,axial,dwi
1.2.840.113619.2.388.57473.14165493.12726.1602635620.565,1.2.840.113619.6.388.312134215383587103953960642794293542593,252,axial,t1
1.2.840.113619.2.388.57473.14165493.12759.1602462768.751,1.2.840.113619.6.388.144165236519345438437589497640968510568,25,axial,t2
1.2.840.113619.2.388.57473.14165493.12759.1602462768.753,1.2.840.113619.6.388.144165236519345438437589497640968510568,20,axial,flair
1.2.840.113619.2.388.57473.14165493.12759.1602462768.754,1.2.840.113619.6.388.144165236519345438437589497640968510568,40,axial,dwi
1.2.840.113619.2.388.57473.14165493.12759.1602462768.755,1.2.840.113619.6.388.144165236519345438437589497640968510568,252,axial,t1
1.2.840.113619.2.388.57473.14165493.14376.1601425936.228,1.2.840.113619.6.388.295594453288640871910941788426249909005,25,axial,t2
1.2.840.113619.2.388.57473.14165493.14376.1601425936.230,1.2.840.113619.6.388.295594453288640871910941788426249909005,20,axial,flair
1.2.840.113619.2.388.57473.14165493.14376.1601425936.231,1.2.840.113619.6.388.295594453288640871910941788426249909005,252,axial,t1
1.2.840.113619.2.388.57473.14165493.14376.1601425936.236,1.2.840.113619.6.388.295594453288640871910941788426249909005,40,axial,dwi
1.2.840.113619.2.388.57473.14165493.14376.1601425936.395,1.2.840.113619.6.388.249556263072470013257311253580534457569,25,axial,t2
1.2.840.113619.2.388.57473.14165493.14376.1601425936.396,1.2.840.113619.6.388.249556263072470013257311253580534457569,20,axial,flair
1.2.840.113619.2.388.57473.14165493.14376.1601425936.398,1.2.840.113619.6.388.249556263072470013257311253580534457569,40,axial,dwi
1.2.840.113619.2.388.57473.14165493.14376.1601425936.399,1.2.840.113619.6.388.249556263072470013257311253580534457569,252,axial,t1
1.2.840.113619.2.388.57473.14165493.13071.1599438812.670,1.2.840.113619.6.388.216224377132414271196747587458172242187,25,axial,t2
1.2.840.113619.2.388.57473.14165493.13071.1599438812.672,1.2.840.113619.6.388.216224377132414271196747587458172242187,20,axial,flair
1.2.840.113619.2.388.57473.14165493.13071.1599438812.674,1.2.840.113619.6.388.216224377132414271196747587458172242187,116,axial,other
1.2.840.113619.2.388.57473.14165493.13071.1599438812.673,1.2.840.113619.6.388.216224377132414271196747587458172242187,40,axial,dwi
1.2.840.113619.2.388.57473.14165493.13071.1599438812.675,1.2.840.113619.6.388.216224377132414271196747587458172242187,232,axial,t1
1.2.840.113619.2.388.57473.14165493.13071.1599438812.995,1.2.840.113619.6.388.66302973390380776734401137396458140519,25,axial,t2
1.2.840.113619.2.388.57473.14165493.13071.1599438812.997,1.2.840.113619.6.388.66302973390380776734401137396458140519,20,axial,other
1.2.840.113619.2.388.57473.14165493.13071.1599438812.998,1.2.840.113619.6.388.66302973390380776734401137396458140519,116,axial,other
1.2.840.113619.2.388.57473.14165493.12163.1599438854.161,1.2.840.113619.6.388.66302973390380776734401137396458140519,1,axial,other
1.2.840.113619.2.388.57473.14165493.13071.1599438812.999,1.2.840.113619.6.388.66302973390380776734401137396458140519,252,axial,t1
1.2.840.113619.2.388.57473.14165493.13414.1595459764.982,1.2.840.113619.6.388.34083997399286100422123032415155894404,25,axial,t2
1.2.840.113619.2.388.57473.14165493.13414.1595459764.984,1.2.840.113619.6.388.34083997399286100422123032415155894404,128,axial,other
1.2.840.113619.2.388.57473.14165493.13414.1595459764.989,1.2.840.113619.6.388.34083997399286100422123032415155894404,25,axial,t2
1.2.840.113619.2.388.57473.14165493.13414.1595459764.990,1.2.840.113619.6.388.34083997399286100422123032415155894404,25,axial,t1
1.2.840.113619.2.388.57473.14165493.13414.1595459764.991,1.2.840.113619.6.388.34083997399286100422123032415155894404,252,axial,t1
1.2.840.113619.2.388.57473.14165493.13414.1595459766.97,1.2.840.113619.6.388.207198644791621012343388862844453709470,120,axial,other
1.2.840.113619.2.388.57473.14165493.13414.1595459766.102,1.2.840.113619.6.388.207198644791621012343388862844453709470,25,axial,t2
1.2.840.113619.2.388.57473.14165493.13414.1595459766.104,1.2.840.113619.6.388.207198644791621012343388862844453709470,20,axial,flair
1.2.840.113619.2.388.57473.14165493.13414.1595459766.105,1.2.840.113619.6.388.207198644791621012343388862844453709470,20,axial,t2
1.2.840.113619.2.388.57473.14165493.13414.1595459766.110,1.2.840.113619.6.388.207198644791621012343388862844453709470,252,axial,t1
1.2.840.113619.2.388.57473.14165493.13307.1595840829.396,1.2.840.113619.6.388.170870321186233564337520718387667756998,25,axial,t2
1.2.840.113619.2.388.57473.14165493.13307.1595840829.398,1.2.840.113619.6.388.170870321186233564337520718387667756998,20,axial,other
1.2.840.113619.2.388.57473.14165493.13307.1595840829.399,1.2.840.113619.6.388.170870321186233564337520718387667756998,116,axial,other
1.2.840.113619.2.388.57473.14165493.12300.1595840955.336,1.2.840.113619.6.388.170870321186233564337520718387667756998,1,axial,other
1.2.840.113619.2.388.57473.14165493.13307.1595840829.400,1.2.840.113619.6.388.170870321186233564337520718387667756998,40,axial,dwi
1.2.840.113619.2.388.57473.14165493.13307.1595840829.401,1.2.840.113619.6.388.170870321186233564337520718387667756998,236,axial,t1
1.2.840.113619.2.388.57473.14165493.13307.1595840829.561,1.2.840.113619.6.388.108585750625965323960405382681975868399,25,axial,t2
1.2.840.113619.2.388.57473.14165493.13307.1595840829.568,1.2.840.113619.6.388.108585750625965323960405382681975868399,20,axial,flair
1.2.840.113619.2.388.57473.14165493.13307.1595840829.569,1.2.840.113619.6.388.108585750625965323960405382681975868399,116,axial,other
1.2.840.113619.2.388.57473.14165493.13307.1595840829.563,1.2.840.113619.6.388.108585750625965323960405382681975868399,20,axial,t2
1.2.840.113619.2.388.57473.14165493.13491.1594626757.83,1.2.840.113619.6.388.281619489552853467380859543861758677021,25,axial,t2
1.2.840.113619.2.388.57473.14165493.13491.1594626757.85,1.2.840.113619.6.388.281619489552853467380859543861758677021,20,axial,flair
1.2.840.113619.2.388.57473.14165493.13491.1594626757.86,1.2.840.113619.6.388.281619489552853467380859543861758677021,40,axial,dwi
1.2.840.113619.2.388.57473.14165493.13491.1594626757.87,1.2.840.113619.6.388.281619489552853467380859543861758677021,252,axial,t1
1.2.840.113619.2.388.57473.14165493.13491.1594626757.650,1.2.840.113619.6.388.98562820623790577438399508209485665031,25,axial,t2
1.2.840.113619.2.388.57473.14165493.13491.1594626757.653,1.2.840.113619.6.388.98562820623790577438399508209485665031,20,axial,t2
1.2.840.113619.2.388.57473.14165493.13491.1594626757.658,1.2.840.113619.6.388.98562820623790577438399508209485665031,20,axial,flair
1.2.840.113619.2.388.57473.14165493.14667.1600302547.517,1.2.840.113619.6.388.154930230586021727710521723052301611955,25,axial,t2
1.2.840.113619.2.388.57473.14165493.14667.1600302547.519,1.2.840.113619.6.388.154930230586021727710521723052301611955,20,axial,flair
1.2.840.113619.2.388.57473.14165493.14667.1600302547.520,1.2.840.113619.6.388.154930230586021727710521723052301611955,40,axial,dwi
1.2.840.113619.2.388.57473.14165493.14667.1600302547.521,1.2.840.113619.6.388.154930230586021727710521723052301611955,232,axial,t1
1.2.840.113619.2.388.57473.14165493.14667.1600302547.542,1.2.840.113619.6.388.126373767048569392932803448754323059746,25,axial,t2
1.2.840.113619.2.388.57473.14165493.14667.1600302547.544,1.2.840.113619.6.388.126373767048569392932803448754323059746,20,axial,flair
1.2.840.113619.2.388.57473.14165493.14667.1600302547.545,1.2.840.113619.6.388.126373767048569392932803448754323059746,232,axial,t1
1.2.840.113619.2.388.57473.14165493.14667.1600302547.550,1.2.840.113619.6.388.126373767048569392932803448754323059746,40,axial,dwi
1.2.840.113619.2.388.57473.14165493.14667.1600302547.732,1.2.840.113619.6.388.175446318744063600837266734420532274121,25,axial,t2
1.2.840.113619.2.388.57473.14165493.14667.1600302547.734,1.2.840.113619.6.388.175446318744063600837266734420532274121,20,axial,flair
1.2.840.113619.2.388.57473.14165493.14667.1600302547.735,1.2.840.113619.6.388.175446318744063600837266734420532274121,40,axial,dwi
1.2.840.113619.2.388.57473.14165493.14667.1600302547.736,1.2.840.113619.6.388.175446318744063600837266734420532274121,232,axial,t1
1.2.840.113619.2.388.57473.14165493.18301.1591527249.940,1.2.840.113619.6.388.152020302640041640501657246418858593072,60,axial,other
1.2.840.113619.2.388.57473.14165493.18301.1591527249.945,1.2.840.113619.6.388.152020302640041640501657246418858593072,25,axial,t2
1.2.840.113619.2.388.57473.14165493.18301.1591527249.947,1.2.840.113619.6.388.152020302640041640501657246418858593072,252,axial,t1
1.2.840.113619.2.388.57473.14165493.18301.1591527249.986,1.2.840.113619.6.388.155802765068979951428018276632058819116,120,axial,other
1.2.840.113619.2.388.57473.14165493.18301.1591527249.991,1.2.840.113619.6.388.155802765068979951428018276632058819116,25,axial,t2
1.2.840.113619.2.388.57473.14165493.18301.1591527249.993,1.2.840.113619.6.388.155802765068979951428018276632058819116,20,axial,flair
1.2.840.113619.2.388.57473.14165493.18301.1591527249.994,1.2.840.113619.6.388.155802765068979951428018276632058819116,292,axial,t1
1.2.840.113619.2.388.57473.14165493.18301.1591527250.263,1.2.840.113619.6.388.149014264091855030729487922857445967672,25,axial,t2
1.2.840.113619.2.388.57473.14165493.18301.1591527250.265,1.2.840.113619.6.388.149014264091855030729487922857445967672,252,axial,t1
1.2.840.113619.2.388.57473.14165493.18301.1591527250.361,1.2.840.113619.6.388.233475512591137518008779545579729597773,25,axial,t2
1.2.840.113619.2.388.57473.14165493.18301.1591527250.363,1.2.840.113619.6.388.233475512591137518008779545579729597773,252,axial,t1
1.2.840.113619.2.388.57473.14165493.18301.1591527250.427,1.2.840.113619.6.388.65512744427762168723124661352925754460,20,axial,flair
1.2.840.113619.2.388.57473.14165493.18301.1591527250.425,1.2.840.113619.6.388.65512744427762168723124661352925754460,25,axial,t2
1.2.840.113619.2.388.57473.14165493.18301.1591527250.428,1.2.840.113619.6.388.65512744427762168723124661352925754460,20,axial,t2
1.2.840.113619.2.388.57473.14165493.18301.1591527250.433,1.2.840.113619.6.388.65512744427762168723124661352925754460,40,axial,dwi
1.2.840.113619.2.388.57473.14165493.18301.1591527250.912,1.2.840.113619.6.388.266676779413867168513695155403166215999,25,axial,t2
1.2.840.113619.2.388.57473.14165493.18301.1591527250.914,1.2.840.113619.6.388.266676779413867168513695155403166215999,20,axial,flair
1.2.840.113619.2.388.57473.14165493.18301.1591527250.915,1.2.840.113619.6.388.266676779413867168513695155403166215999,116,axial,other
1.2.840.113619.2.388.57473.14165493.18301.1591527250.916,1.2.840.113619.6.388.266676779413867168513695155403166215999,252,axial,t1
1.2.840.113619.2.388.57473.14165493.18301.1591527251.25,1.2.840.113619.6.388.75571410917674167719314860541758610959,25,axial,t2
1.2.840.113619.2.388.57473.14165493.18301.1591527251.28,1.2.840.113619.6.388.75571410917674167719314860541758610959,352,axial,t1
1.2.840.113619.2.388.57473.14165493.18710.1591658390.768,1.2.840.113619.6.388.63860172261718610762080381825164490835,25,axial,t2
1.2.840.113619.2.388.57473.14165493.18710.1591658390.770,1.2.840.113619.6.388.63860172261718610762080381825164490835,20,axial,other
1.2.840.113619.2.388.57473.14165493.18710.1591658390.771,1.2.840.113619.6.388.63860172261718610762080381825164490835,232,axial,t1
1.2.840.113619.2.388.57473.14165493.18710.1591658391.382,1.2.840.113619.6.388.28348361537918700488909643097014874456,25,axial,t2
1.2.840.113619.2.388.57473.14165493.18710.1591658391.384,1.2.840.113619.6.388.28348361537918700488909643097014874456,252,axial,t1
1.2.840.113619.2.388.57473.14165493.18710.1591658391.992,1.2.840.113619.6.388.146640418622534271372986152185710243255,20,axial,flair
1.2.840.113619.2.388.57473.14165493.18710.1591658391.993,1.2.840.113619.6.388.146640418622534271372986152185710243255,252,axial,t1
1.2.840.113619.2.388.57473.14165493.18710.1591658391.990,1.2.840.113619.6.388.146640418622534271372986152185710243255,25,axial,t2
1.2.840.113619.2.388.57473.14165493.18710.1591658392.118,1.2.840.113619.6.388.310606059103075944868613474148678992530,25,axial,t2
1.2.840.113619.2.388.57473.14165493.18710.1591658392.120,1.2.840.113619.6.388.310606059103075944868613474148678992530,252,axial,t1
1.2.840.113619.2.388.57473.14165493.18710.1591658392.451,1.2.840.113619.6.388.145997340567552760384478099850933964851,25,axial,t2
1.2.840.113619.2.388.57473.14165493.18710.1591658392.453,1.2.840.113619.6.388.145997340567552760384478099850933964851,20,axial,flair
1.2.840.113619.2.388.57473.14165493.18710.1591658392.454,1.2.840.113619.6.388.145997340567552760384478099850933964851,252,axial,t1
1.2.840.113619.2.388.57473.14165493.18710.1591658392.555,1.2.840.113619.6.388.334416166895053956156686483370613980592,25,axial,t2
1.2.840.113619.2.388.57473.14165493.18710.1591658392.557,1.2.840.113619.6.388.334416166895053956156686483370613980592,20,axial,flair
1.2.840.113619.2.388.57473.14165493.18710.1591658392.558,1.2.840.113619.6.388.334416166895053956156686483370613980592,252,axial,t1
1.2.840.113619.2.388.57473.14165493.18710.1591658392.604,1.2.840.113619.6.388.209149410417341710900170428209509672499,25,axial,t2
1.2.840.113619.2.388.57473.14165493.18710.1591658392.606,1.2.840.113619.6.388.209149410417341710900170428209509672499,252,axial,t1
1.2.840.113619.2.388.57473.14165493.19232.1598574885.584,1.2.840.113619.6.388.140770304931314606121314475477782544494,25,axial,t2
1.2.840.113619.2.388.57473.14165493.19232.1598574885.586,1.2.840.113619.6.388.140770304931314606121314475477782544494,25,axial,flair
1.2.840.113619.2.388.57473.14165493.19232.1598574885.587,1.2.840.113619.6.388.140770304931314606121314475477782544494,116,axial,other
1.2.840.113619.2.388.57473.14165493.19232.1598574885.588,1.2.840.113619.6.388.140770304931314606121314475477782544494,40,axial,dwi
1.2.840.113619.2.388.57473.14165493.19232.1598574885.589,1.2.840.113619.6.388.140770304931314606121314475477782544494,252,axial,t1
1.2.840.113619.2.388.57473.14165493.19232.1598574885.787,1.2.840.113619.6.388.165496136841848953117262018945468649785,25,axial,t2
1.2.840.113619.2.388.57473.14165493.19232.1598574885.789,1.2.840.113619.6.388.165496136841848953117262018945468649785,20,axial,flair
1.2.840.113619.2.388.57473.14165493.19232.1598574885.790,1.2.840.113619.6.388.165496136841848953117262018945468649785,40,axial,dwi
1.2.840.113619.2.388.57473.14165493.19232.1598574885.791,1.2.840.113619.6.388.165496136841848953117262018945468649785,252,axial,t1
1.2.840.113619.2.388.57473.14165493.19232.1598574885.813,1.2.840.113619.6.388.153389331643657703786270294687080758737,25,axial,t2
1.2.840.113619.2.388.57473.14165493.19232.1598574885.815,1.2.840.113619.6.388.153389331643657703786270294687080758737,20,axial,flair
1.2.840.113619.2.388.57473.14165493.19232.1598574885.816,1.2.840.113619.6.388.153389331643657703786270294687080758737,116,axial,other
1.2.840.113619.2.388.57473.14165493.19232.1598574885.818,1.2.840.113619.6.388.153389331643657703786270294687080758737,252,axial,t1
1.2.840.113619.2.388.57473.14165493.19232.1598574885.823,1.2.840.113619.6.388.153389331643657703786270294687080758737,20,axial,t2
1.2.840.113619.2.388.57473.14165493.19080.1597187820.818,1.2.840.113619.6.388.76770229986043515521108759902258084570,120,axial,other
1.2.840.113619.2.388.57473.14165493.19080.1597187820.824,1.2.840.113619.6.388.76770229986043515521108759902258084570,40,axial,dwi
1.2.840.113619.2.388.57473.14165493.19080.1597187820.823,1.2.840.113619.6.388.76770229986043515521108759902258084570,25,axial,t2
1.2.840.113619.2.388.57473.14165493.19080.1597187820.826,1.2.840.113619.6.388.76770229986043515521108759902258084570,20,axial,other
1.2.840.113619.2.388.57473.14165493.19080.1597187820.827,1.2.840.113619.6.388.76770229986043515521108759902258084570,252,axial,t1
1.2.840.113619.2.388.57473.14165493.19273.1602030636.707,1.2.840.113619.6.388.155092692026527737037154175508640053039,25,axial,t2
1.2.840.113619.2.388.57473.14165493.19273.1602030636.709,1.2.840.113619.6.388.155092692026527737037154175508640053039,20,axial,flair
1.2.840.113619.2.388.57473.14165493.19273.1602030636.710,1.2.840.113619.6.388.155092692026527737037154175508640053039,40,axial,dwi
1.2.840.113619.2.388.57473.14165493.19273.1602030636.711,1.2.840.113619.6.388.155092692026527737037154175508640053039,232,axial,t1
1.2.840.113619.2.388.57473.14165493.18991.1597361224.843,1.2.840.113619.6.388.127926731721136232322882167174687659989,120,axial,other
1.2.840.113619.2.388.57473.14165493.18991.1597361224.848,1.2.840.113619.6.388.127926731721136232322882167174687659989,25,axial,t2
1.2.840.113619.2.388.57473.14165493.18991.1597361224.849,1.2.840.113619.6.388.127926731721136232322882167174687659989,40,axial,dwi
1.2.840.113619.2.388.57473.14165493.18991.1597361224.852,1.2.840.113619.6.388.127926731721136232322882167174687659989,116,axial,other
1.2.840.113619.2.388.57473.14165493.18300.1597361335.222,1.2.840.113619.6.388.127926731721136232322882167174687659989,1,axial,other
1.2.840.113619.2.388.57473.14165493.18991.1597361224.853,1.2.840.113619.6.388.127926731721136232322882167174687659989,232,axial,t1
1.2.840.113619.2.388.57473.14165493.18991.1597361224.851,1.2.840.113619.6.388.127926731721136232322882167174687659989,20,axial,flair
1.2.840.113619.2.388.57473.14165493.19337.1596064827.221,1.2.840.113619.6.388.314002536652575899137532132877716928523,20,axial,flair
1.2.840.113619.2.388.57473.14165493.19337.1596064827.222,1.2.840.113619.6.388.314002536652575899137532132877716928523,232,axial,t1
1.2.840.113619.2.388.57473.14165493.19337.1596064827.219,1.2.840.113619.6.388.314002536652575899137532132877716928523,25,axial,t2
1.2.840.113619.2.388.57473.14165493.19337.1596064827.227,1.2.840.113619.6.388.314002536652575899137532132877716928523,40,axial,dwi
1.2.840.113619.2.388.57473.14165493.19337.1596064827.228,1.2.840.113619.6.388.314002536652575899137532132877716928523,20,axial,t2
1.2.840.113619.2.388.57473.14165493.19385.1602290570.188,1.2.840.113619.6.388.303906266249443593079050049736569301973,25,axial,t2
1.2.840.113619.2.388.57473.14165493.19385.1602290570.190,1.2.840.113619.6.388.303906266249443593079050049736569301973,20,axial,other
1.2.840.113619.2.388.57473.14165493.19385.1602290570.191,1.2.840.113619.6.388.303906266249443593079050049736569301973,40,axial,dwi
1.2.840.113619.2.388.57473.14165493.19385.1602290570.192,1.2.840.113619.6.388.303906266249443593079050049736569301973,252,axial,t1
1.2.840.113619.2.388.57473.14165493.19385.1602290570.197,1.2.840.113619.6.388.303906266249443593079050049736569301973,20,axial,flair
1.2.840.113619.2.388.57473.14165493.19589.1599871326.512,1.2.840.113619.6.388.110095587501191797057351369086052343769,25,axial,t2
1.2.840.113619.2.388.57473.14165493.19589.1599871326.514,1.2.840.113619.6.388.110095587501191797057351369086052343769,252,axial,t1
1.2.840.113619.2.388.57473.14165493.19589.1599871326.520,1.2.840.113619.6.388.110095587501191797057351369086052343769,20,axial,t2
1.2.840.113619.2.388.57473.14165493.19589.1599871326.843,1.2.840.113619.6.388.210342332010324154085744394197913271451,25,axial,t2
1.2.840.113619.2.388.57473.14165493.19589.1599871326.845,1.2.840.113619.6.388.210342332010324154085744394197913271451,20,axial,flair
1.2.840.113619.2.388.57473.14165493.19589.1599871326.846,1.2.840.113619.6.388.210342332010324154085744394197913271451,252,axial,t1
1.2.840.113619.2.388.57473.14165493.19589.1599871327.391,1.2.840.113619.6.388.74683286453952075937035405717023185455,25,axial,t2
1.2.840.113619.2.388.57473.14165493.19589.1599871327.393,1.2.840.113619.6.388.74683286453952075937035405717023185455,20,axial,flair
1.2.840.113619.2.388.57473.14165493.19589.1599871327.394,1.2.840.113619.6.388.74683286453952075937035405717023185455,220,axial,t1
1.2.840.113619.2.388.57473.14165493.19742.1597448203.425,1.2.840.113619.6.388.39012638447575484400869236336700251519,120,axial,other
1.2.840.113619.2.388.57473.14165493.19742.1597448203.436,1.2.840.113619.6.388.39012638447575484400869236336700251519,20,axial,other
1.2.840.113619.2.388.57473.14165493.19742.1597448203.430,1.2.840.113619.6.388.39012638447575484400869236336700251519,25,axial,t2
1.2.840.113619.2.388.57473.14165493.19742.1597448203.437,1.2.840.113619.6.388.39012638447575484400869236336700251519,40,axial,dwi
1.2.840.113619.2.388.57473.14165493.19742.1597448203.438,1.2.840.113619.6.388.39012638447575484400869236336700251519,252,axial,t1
1.2.840.113619.2.388.57473.14165493.30587.1579477610.171,1.2.840.113619.6.388.244133129564384542759028600291574149505,120,axial,other
1.2.840.113619.2.388.57473.14165493.30587.1579477610.176,1.2.840.113619.6.388.244133129564384542759028600291574149505,25,axial,t2
1.2.840.113619.2.388.57473.14165493.30587.1579477610.178,1.2.840.113619.6.388.244133129564384542759028600291574149505,20,axial,flair
1.2.840.113619.2.388.57473.14165493.30587.1579477610.179,1.2.840.113619.6.388.244133129564384542759028600291574149505,40,axial,dwi
1.2.840.113619.2.388.57473.14165493.30587.1579477610.180,1.2.840.113619.6.388.244133129564384542759028600291574149505,20,axial,other
1.2.840.113619.2.388.57473.14165493.30587.1579477610.181,1.2.840.113619.6.388.244133129564384542759028600291574149505,232,axial,t1
1.2.840.113619.2.408.14196467.2124406.2286.1589244573076,1.2.840.113619.6.408.179843886654737753517271438726074557758,25,axial,t2
1.2.840.113619.2.408.14196467.2124406.17295.15898753250354,1.2.840.113619.6.408.99864639509178164210388879257960377315,25,axial,t2
1.2.840.113619.2.408.14196467.2124406.15062.1589240088.558,1.2.840.113619.6.408.179843886654737753517271438726074557758,25,axial,flair
1.2.840.113619.2.408.14196467.2124406.15062.1589240088.559,1.2.840.113619.6.408.179843886654737753517271438726074557758,50,axial,dwi
1.2.840.113619.2.408.14196467.2124406.15062.1589240088.561,1.2.840.113619.6.408.179843886654737753517271438726074557758,90,axial,other
1.2.840.113619.2.408.14196467.2124406.15119.1589844793.790,1.2.840.113619.6.408.99864639509178164210388879257960377315,25,axial,t1
1.2.840.113619.2.408.14196467.2124406.15119.1589844793.791,1.2.840.113619.6.408.99864639509178164210388879257960377315,272,axial,t1
1.2.840.113619.2.408.14196467.2124406.15119.1589844793.793,1.2.840.113619.6.408.99864639509178164210388879257960377315,50,axial,dwi
1.2.840.113619.2.408.14196467.2124406.14969.1589240466.191,1.2.840.113619.6.408.179843886654737753517271438726074557758,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.29140.16003883280589,1.2.840.113619.6.410.72018269195702828501937209391299217744,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.23083.15940180230969,1.2.840.113619.6.410.101100861104762822098783993417376401921,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.23085.15964432770657,1.2.840.113619.6.410.29118749366678588281434504685916033616,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.25898.15964442380055,1.2.840.113619.6.410.92799438004935535719187645682270560917,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.23663.15965231400906,1.2.840.113619.6.410.187510748184269179517286452881559008700,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.29565.15966000220348,1.2.840.113619.6.410.67189537291259173420834055643483688197,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.28614.15948832190151,1.2.840.113619.6.410.137898055049934871985620822007479701607,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.19334.15948906140768,1.2.840.113619.6.410.141640540339052530491289890774412858368,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.390.16006544450723,1.2.840.113619.6.410.66407727539833811361538031334665148945,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.9742.1600761775348,1.2.840.113619.6.410.300267787693247921510086091600291259554,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.12758.1593042441.11,1.2.840.113619.6.410.247974811334191840181087968172054686796,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.12758.1593042441.14,1.2.840.113619.6.410.247974811334191840181087968172054686796,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.12518.1593042701.436,1.2.840.113619.6.410.247974811334191840181087968172054686796,18,axial,t2
1.2.840.113619.2.410.15512023.5814788.12518.1593042701.438,1.2.840.113619.6.410.247974811334191840181087968172054686796,18,axial,t2
1.2.840.113619.2.410.15512023.5814788.12758.1593042441.18,1.2.840.113619.6.410.247974811334191840181087968172054686796,112,axial,other
1.2.840.113619.2.410.15512023.5814788.12758.1593042441.19,1.2.840.113619.6.410.247974811334191840181087968172054686796,160,axial,t1
1.2.840.113619.2.410.15512023.5814788.12758.1593042442.30,1.2.840.113619.6.410.325252479896783011599946586280965820839,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.12758.1593042442.32,1.2.840.113619.6.410.325252479896783011599946586280965820839,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.12758.1593042442.33,1.2.840.113619.6.410.325252479896783011599946586280965820839,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.12758.1593042442.34,1.2.840.113619.6.410.325252479896783011599946586280965820839,18,axial,t2
1.2.840.113619.2.410.15512023.5814788.12758.1593042442.35,1.2.840.113619.6.410.325252479896783011599946586280965820839,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.15214.16031572790006,1.2.840.113619.6.410.190325384476836683096616638122883818636,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.8546.1603239734262,1.2.840.113619.6.410.283423224305112722086381747904404575437,25,axial,t2
1.2.840.113619.2.410.15512023.5814788.12950.1594963413.36,1.2.840.113619.6.410.259258635306824730503101825579777267348,112,axial,other
1.2.840.113619.2.410.15512023.5814788.12950.1594963413.37,1.2.840.113619.6.410.259258635306824730503101825579777267348,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.12950.1594963413.39,1.2.840.113619.6.410.259258635306824730503101825579777267348,232,axial,t1
1.2.840.113619.2.410.15512023.5814788.12950.1594963413.40,1.2.840.113619.6.410.259258635306824730503101825579777267348,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.12950.1594963413.41,1.2.840.113619.6.410.259258635306824730503101825579777267348,232,axial,t1
1.2.840.113619.2.410.15512023.5814788.12950.1594963413.123,1.2.840.113619.6.410.185081813482343740160843226107996262301,25,axial,other
1.2.840.113619.2.410.15512023.5814788.12950.1594963413.126,1.2.840.113619.6.410.185081813482343740160843226107996262301,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.12950.1594963413.127,1.2.840.113619.6.410.185081813482343740160843226107996262301,18,axial,t2
1.2.840.113619.2.410.15512023.5814788.13050.1593833128.138,1.2.840.113619.6.410.101100861104762822098783993417376401921,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.13050.1593833128.140,1.2.840.113619.6.410.101100861104762822098783993417376401921,164,axial,t1
1.2.840.113619.2.410.15512023.5814788.13050.1593833128.141,1.2.840.113619.6.410.101100861104762822098783993417376401921,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.13050.1593833128.142,1.2.840.113619.6.410.101100861104762822098783993417376401921,212,axial,t1
1.2.840.113619.2.410.15512023.5814788.13050.1593833128.802,1.2.840.113619.6.410.27346059325724541118831756052788707920,25,axial,flair
1.2.840.113619.2.410.15512023.5814788.13050.1593833128.804,1.2.840.113619.6.410.27346059325724541118831756052788707920,36,axial,dwi
1.2.840.113619.2.410.15512023.5814788.13050.1593833128.805,1.2.840.113619.6.410.27346059325724541118831756052788707920,224,axial,t1
1.2.840.113619.2.410.15512023.5814788.13050.1593833128.806,1.2.840.113619.6.410.27346059325724541118831756052788707920,224,axial,t1
